morphism_id,source,relation,target,evidence_tier,source_type,validation_status,citation_status,quantitative_status,pmid_count,pmids,has_context,has_full_text,source_mentioned,target_mentioned,endpoint_context_match,relation_support_heuristic,relation_context_support,quantitative_value_support,risk_flags
associated_with:ALK->Ovarian_Cancer,ALK,associated_with,Ovarian_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38780897,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:ALK->Pancreatic_Cancer,ALK,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36571997,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:ALK->RCC,ALK,associated_with,RCC,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35853783,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:ALK->Soft_Tissue_Sarcoma,ALK,associated_with,Soft_Tissue_Sarcoma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,31229264,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:ALK->Type2_Diabetes,ALK,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->AML,ALOX12,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Breast_Cancer,ALOX12,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->CML,ALOX12,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Colorectal_Cancer,ALOX12,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Glioblastoma,ALOX12,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->HCC,ALOX12,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Melanoma,ALOX12,associated_with,Melanoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Multiple_Myeloma,ALOX12,associated_with,Multiple_Myeloma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Prostate_Cancer,ALOX12,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->RCC,ALOX12,associated_with,RCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX12->Type2_Diabetes,ALOX12,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->AML,ALOX5,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Breast_Cancer,ALOX5,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->CLL,ALOX5,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->CML,ALOX5,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Colorectal_Cancer,ALOX5,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Glioblastoma,ALOX5,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->HCC,ALOX5,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Melanoma,ALOX5,associated_with,Melanoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->NSCLC,ALOX5,associated_with,NSCLC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Ovarian_Cancer,ALOX5,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Pancreatic_Cancer,ALOX5,associated_with,Pancreatic_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->Prostate_Cancer,ALOX5,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ALOX5->RCC,ALOX5,associated_with,RCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMPK->AML,AMPK,associated_with,AML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMPK->CLL,AMPK,associated_with,CLL,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39533662,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->CML,AMPK,associated_with,CML,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38431691,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->Ewing_Sarcoma,AMPK,associated_with,Ewing_Sarcoma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,29100387,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->GIST,AMPK,associated_with,GIST,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34805171,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->Glioblastoma,AMPK,associated_with,Glioblastoma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38211651,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->Li_Fraumeni_Syndrome,AMPK,associated_with,Li_Fraumeni_Syndrome,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMPK->Melanoma,AMPK,associated_with,Melanoma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,32425881,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->Multiple_Myeloma,AMPK,associated_with,Multiple_Myeloma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40520860,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->Prostate_Cancer,AMPK,associated_with,Prostate_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,32619406,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMPK->RCC,AMPK,associated_with,RCC,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33157048,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:AMY2A->Breast_Cancer,AMY2A,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:AMY2A->HCC,AMY2A,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMY2A->NSCLC,AMY2A,associated_with,NSCLC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMY2A->Pancreatic_Cancer,AMY2A,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMY2A->Prostate_Cancer,AMY2A,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:AMY2A->Type2_Diabetes,AMY2A,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->AML,ANGPT2,associated_with,AML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->CML,ANGPT2,associated_with,CML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Colorectal_Cancer,ANGPT2,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Glioblastoma,ANGPT2,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->HCC,ANGPT2,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Melanoma,ANGPT2,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Pancreatic_Cancer,ANGPT2,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Prostate_Cancer,ANGPT2,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPT2->Type2_Diabetes,ANGPT2,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->AML,ANGPTL3,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Breast_Cancer,ANGPTL3,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Colorectal_Cancer,ANGPTL3,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Glioblastoma,ANGPTL3,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->HCC,ANGPTL3,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Melanoma,ANGPTL3,associated_with,Melanoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Ovarian_Cancer,ANGPTL3,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Prostate_Cancer,ANGPTL3,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->RCC,ANGPTL3,associated_with,RCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANGPTL3->Type2_Diabetes,ANGPTL3,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANO1->Breast_Cancer,ANO1,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANO1->Colorectal_Cancer,ANO1,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANO1->Ewing_Sarcoma,ANO1,associated_with,Ewing_Sarcoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:ANO1->GIST,ANO1,associated_with,GIST,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
